iter,ret,mdd
3914,327.14,4.43
3915,327.14,3.55
3916,327.17,9.25
3917,327.17,3.79
3918,327.18,4.47
3919,327.19,2.83
3920,327.2,4.56
3921,327.21,3.18
3922,327.25,3.65
3923,327.27,3.96
3924,327.28,3.27
3925,327.3,3.79
3926,327.31,3.76
3927,327.31,3.99
3928,327.33,3.65
3929,327.33,4.21
3930,327.34,5.47
3931,327.36,4.57
3932,327.38,4.04
3933,327.38,3.66
3934,327.41,7.75
3935,327.42,4.27
3936,327.42,4.21
3937,327.48,3.18
3938,327.49,4.53
3939,327.52,2.63
3940,327.54,3.47
3941,327.59,6.4
3942,327.61,3.96
3943,327.61,3.53
3944,327.62,3.71
3945,327.63,6.7
3946,327.63,4.21
3947,327.63,2.83
3948,327.66,5
3949,327.68,3.87
3950,327.7,3.18
3951,327.7,4.35
3952,327.73,5.26
3953,327.73,4.11
3954,327.75,4.22
3955,327.77,3.3
3956,327.8,4.35
3957,327.81,5.69
3958,327.82,3.88
3959,327.84,4.21
3960,327.85,4.21
3961,327.89,6.7
3962,327.9,3.65
3963,327.9,3.42
3964,327.91,3.39
3965,327.91,3.42
3966,327.93,4.43
3967,327.94,4.1
3968,327.96,2.95
3969,327.97,8.14
3970,328,5.85
3971,328,4.12
3972,328.03,3.76
3973,328.04,3.89
3974,328.05,5.23
3975,328.07,5.07
3976,328.07,5.14
3977,328.09,3.67
3978,328.14,3.96
3979,328.17,4.11
3980,328.19,3.87
3981,328.19,3.18
3982,328.2,3.18
3983,328.25,3.77
3984,328.25,4.67
3985,328.27,3.79
3986,328.28,4.98
3987,328.3,6.22
3988,328.36,3.96
3989,328.37,3.58
3990,328.39,4.51
3991,328.39,3.97
3992,328.41,5.34
3993,328.42,5.48
3994,328.43,4.8
3995,328.47,3.88
3996,328.47,4.21
3997,328.54,6.04
3998,328.54,3.18
3999,328.54,3.89
4000,328.54,3.18
4001,328.55,4.05
4002,328.55,3.75
4003,328.56,3.4
4004,328.57,5.07
4005,328.58,4.16
4006,328.59,5.5
4007,328.63,3.07
4008,328.64,3.62
4009,328.66,5.14
4010,328.66,3.64
4011,328.7,4.15
4012,328.71,4.13
4013,328.73,3.82
4014,328.74,3.91
4015,328.78,3.5
4016,328.78,5.07
4017,328.79,5.46
4018,328.82,4.35
4019,328.86,4.01
4020,328.87,3.49
4021,328.93,4.06
4022,328.93,4.59
4023,328.98,4.12
4024,328.98,3.18
4025,329.03,3.87
4026,329.08,3.39
4027,329.11,3.54
4028,329.12,3.14
4029,329.12,5.24
4030,329.18,4.14
4031,329.19,3.18
4032,329.2,4.43
4033,329.21,5.67
4034,329.23,3.96
4035,329.24,4.54
4036,329.26,5.13
4037,329.28,4.17
4038,329.29,4.06
4039,329.29,8.25
4040,329.31,3.22
4041,329.32,3.4
4042,329.32,4.66
4043,329.39,4.28
4044,329.45,5.25
4045,329.46,4.21
4046,329.49,4.6
4047,329.52,5.13
4048,329.52,3.24
4049,329.53,2.93
4050,329.54,3.89
4051,329.57,4.82
4052,329.57,4.7
4053,329.61,4.53
4054,329.66,3.72
4055,329.69,3.45
4056,329.69,7.59
4057,329.71,4.7
4058,329.73,5.62
4059,329.75,4.71
4060,329.75,3.75
4061,329.76,4.06
4062,329.76,4.45
4063,329.77,3.18
4064,329.78,4.32
4065,329.84,4.25
4066,329.85,4.89
4067,329.87,3.65
4068,329.88,4.33
4069,329.89,4.21
4070,329.9,4.5
4071,329.92,4.47
4072,329.94,4.71
4073,329.98,4.78
4074,330.07,3.65
4075,330.09,3.12
4076,330.1,5.15
4077,330.13,5.41
4078,330.18,3.87
4079,330.18,3.54
4080,330.19,4.74
4081,330.2,6.01
4082,330.21,4.11
4083,330.24,4.67
4084,330.26,3.31
4085,330.28,6.2
4086,330.3,4.39
4087,330.31,3.67
4088,330.33,4.38
4089,330.36,4.54
4090,330.36,5.32
4091,330.43,6.03
4092,330.46,8.08
4093,330.49,4.43
4094,330.52,4.08
4095,330.54,3.96
4096,330.55,4.94
4097,330.58,4.14
4098,330.62,4.38
4099,330.64,4.62
4100,330.64,3.14
4101,330.64,5.09
4102,330.66,3.11
4103,330.68,4.76
4104,330.68,3.14
4105,330.68,3.18
4106,330.69,4.78
4107,330.74,3.48
4108,330.74,4.36
4109,330.77,3.86
4110,330.77,4.11
4111,330.79,4.79
4112,330.83,3.91
4113,330.85,4.46
4114,330.85,3.47
4115,330.87,3.79
4116,330.88,3.18
4117,330.9,3.79
4118,330.92,4.5
4119,330.93,3.67
4120,330.94,4.7
4121,330.94,3.4
4122,330.96,5.15
4123,330.97,2.81
4124,331.11,4.65
4125,331.12,5.01
4126,331.17,3.17
4127,331.18,3.18
4128,331.18,4.88
4129,331.22,2.93
4130,331.23,4.76
4131,331.23,3.02
4132,331.24,4.7
4133,331.26,3.85
4134,331.27,3.18
4135,331.28,5.7
4136,331.29,4.61
4137,331.31,4.43
4138,331.31,3.87
4139,331.34,4.21
4140,331.34,3.18
4141,331.35,3.39
4142,331.35,3.65
4143,331.36,3.91
4144,331.36,3.19
4145,331.36,4
4146,331.39,5.66
4147,331.41,5.35
4148,331.42,4.2
4149,331.43,4.67
4150,331.45,7.21
4151,331.45,5.89
4152,331.45,3.65
4153,331.47,6.8
4154,331.5,4.46
4155,331.54,2.9
4156,331.55,3.65
4157,331.57,3.21
4158,331.59,6.82
4159,331.61,5.7
4160,331.66,4.92
4161,331.66,5.26
4162,331.67,4.71
4163,331.71,4.57
4164,331.71,6.18
4165,331.8,3.68
4166,331.81,5.14
4167,331.81,3.32
4168,331.81,5.18
4169,331.82,4.21
4170,331.86,3.86
4171,331.87,4.47
4172,331.88,5.13
4173,331.9,6.08
4174,331.92,3.18
4175,331.93,9.33
4176,331.94,4.02
4177,331.96,2.5
4178,331.99,3.18
4179,332,4.34
4180,332.01,3.08
4181,332.02,3.4
4182,332.05,5.15
4183,332.07,3.26
4184,332.09,4.14
4185,332.1,3.18
4186,332.1,5.05
4187,332.11,3.64
4188,332.16,3.18
4189,332.16,4
4190,332.16,4.35
4191,332.16,4.98
4192,332.2,3.1
4193,332.25,4.72
4194,332.28,4.98
4195,332.29,5.55
4196,332.3,5.2
4197,332.33,4.97
4198,332.35,5.09
4199,332.36,6.21
4200,332.37,3.65
4201,332.37,5.14
4202,332.37,5.04
4203,332.39,3.96
4204,332.39,5.79
4205,332.39,3.04
4206,332.42,4.43
4207,332.43,3.94
4208,332.44,3.44
4209,332.48,4.87
4210,332.48,4.74
4211,332.5,4.7
4212,332.51,4.53
4213,332.52,5.02
4214,332.57,4.21
4215,332.58,3.17
4216,332.63,3.47
4217,332.64,3.67
4218,332.66,4.14
4219,332.66,4.21
4220,332.69,3.48
4221,332.73,4.49
4222,332.73,3.54
4223,332.74,2.63
4224,332.76,4.98
4225,332.8,4.01
4226,332.81,2.6
4227,332.81,4.21
4228,332.83,3.42
4229,332.9,4.18
4230,332.9,5.61
4231,332.9,3.3
4232,332.91,4.45
4233,332.91,6.03
4234,332.92,4.36
4235,332.92,4.68
4236,332.94,4.59
4237,332.95,3.87
4238,332.97,3.56
4239,332.97,3.8
4240,332.98,4.7
4241,332.99,3.42
4242,332.99,3.68
4243,332.99,4.87
4244,333,4.46
4245,333,3.85
4246,333.02,3.89
4247,333.02,3.38
4248,333.02,3.96
4249,333.02,3.75
4250,333.02,6.47
4251,333.03,6.23
4252,333.03,4.21
4253,333.05,3.95
4254,333.05,5.28
4255,333.06,3.4
4256,333.06,2.63
4257,333.07,3.56
4258,333.09,4.21
4259,333.1,4.51
4260,333.1,4.21
4261,333.1,4.54
4262,333.11,4.03
4263,333.11,9.22
4264,333.15,4.01
4265,333.18,3.28
4266,333.21,3.86
4267,333.23,3.18
4268,333.27,4.96
4269,333.28,3.51
4270,333.28,4.31
4271,333.29,5.21
4272,333.29,3.75
4273,333.32,5.07
4274,333.34,3.64
4275,333.35,3.71
4276,333.36,5.28
4277,333.37,3.18
4278,333.38,4.14
4279,333.38,4.98
4280,333.41,4.21
4281,333.43,4.14
4282,333.44,5.66
4283,333.44,3.99
4284,333.48,3.18
4285,333.52,4.52
4286,333.55,3.65
4287,333.56,3.6
4288,333.57,5.13
4289,333.59,4.68
4290,333.61,5.26
4291,333.61,3.96
4292,333.62,4.32
4293,333.66,4.66
4294,333.67,3.18
4295,333.68,4.43
4296,333.73,4.03
4297,333.73,3.23
4298,333.74,5
4299,333.75,3.9
4300,333.79,3.29
4301,333.8,3.18
4302,333.81,4.38
4303,333.82,4.65
4304,333.83,4.67
4305,333.84,5.47
4306,333.86,3.96
4307,333.87,4.04
4308,333.92,2.59
4309,333.95,5.13
4310,333.96,4.31
4311,333.96,3.56
4312,333.97,3.69
4313,333.99,4.42
4314,334,3.95
4315,334.02,4.37
4316,334.03,5.14
4317,334.06,3.18
4318,334.08,3.39
4319,334.11,3.65
4320,334.14,4
4321,334.16,6.29
4322,334.18,3.66
4323,334.19,4.31
4324,334.2,4.21
4325,334.2,3.54
4326,334.21,3.18
4327,334.24,4.44
4328,334.26,4.03
4329,334.27,4.67
4330,334.28,4.79
4331,334.29,3.96
4332,334.29,5.55
4333,334.3,5.24
4334,334.32,5.64
4335,334.34,3.36
4336,334.38,4.38
4337,334.38,6.11
4338,334.43,2.59
4339,334.45,5.49
4340,334.45,3.87
4341,334.47,4.04
4342,334.5,3.5
4343,334.5,7.13
4344,334.51,4.29
4345,334.53,4.21
4346,334.55,5.26
4347,334.55,2.99
4348,334.57,3.4
4349,334.58,3.18
4350,334.59,3.53
4351,334.59,3.89
4352,334.6,3.64
4353,334.61,6.91
4354,334.65,3.59
4355,334.67,2.65
4356,334.67,3.89
4357,334.69,3.99
4358,334.69,4.01
4359,334.69,4.1
4360,334.74,3.93
4361,334.76,4.24
4362,334.78,5.45
4363,334.8,3.56
4364,334.81,4.32
4365,334.83,7.43
4366,334.83,4.62
4367,334.85,4.21
4368,334.86,2.76
4369,334.88,4.51
4370,334.89,4.46
4371,334.9,4.21
4372,334.9,6.08
4373,334.9,3.67
4374,334.91,4.16
4375,334.91,3.52
4376,334.93,4.98
4377,334.94,3.87
4378,334.99,3.18
4379,335,3.62
4380,335,4.36
4381,335.03,5.06
4382,335.03,3.45
4383,335.03,4.55
4384,335.03,4.56
4385,335.06,3.84
4386,335.07,4.18
4387,335.09,4.62
4388,335.16,3.87
4389,335.18,3.18
4390,335.18,3.67
4391,335.18,4.05
4392,335.18,4.7
4393,335.2,6.06
4394,335.22,3.3
4395,335.27,4.62
4396,335.28,5.15
4397,335.29,4.08
4398,335.3,5.24
4399,335.31,2.85
4400,335.39,3.88
4401,335.39,3.81
4402,335.42,4.21
4403,335.44,3.86
4404,335.49,4.79
4405,335.49,4.18
4406,335.49,4.82
4407,335.49,3.71
4408,335.49,3.07
4409,335.49,4.43
4410,335.5,3.18
4411,335.5,5.62
4412,335.52,3.81
4413,335.52,3.96
4414,335.52,3.09
4415,335.53,4.77
4416,335.53,6.01
4417,335.6,4.69
4418,335.6,3.65
4419,335.6,4.21
4420,335.62,3.61
4421,335.63,3.66
4422,335.63,3.86
4423,335.63,5.18
4424,335.64,4.7
4425,335.66,4.14
4426,335.66,3.64
4427,335.66,5.32
4428,335.67,3.77
4429,335.68,4.37
4430,335.68,4.47
4431,335.72,6.13
4432,335.72,3.89
4433,335.74,5.43
4434,335.75,3.76
4435,335.76,5.62
4436,335.76,3.65
4437,335.79,3.16
4438,335.85,5.19
4439,335.89,4.88
4440,335.89,4.47
4441,335.9,3.18
4442,335.93,5.42
4443,335.94,5.66
4444,335.95,3.4
4445,336,3.12
4446,336,4.96
4447,336.02,3.18
4448,336.02,4.95
4449,336.03,4.43
4450,336.04,5.31
4451,336.09,3.72
4452,336.1,5
4453,336.11,5.47
4454,336.18,2.63
4455,336.19,4.7
4456,336.21,3.65
4457,336.22,3.86
4458,336.23,4.66
4459,336.25,4.04
4460,336.25,3.85
4461,336.26,4.94
4462,336.28,3.4
4463,336.29,3.48
4464,336.29,4.62
4465,336.29,4.14
4466,336.3,5.06
4467,336.31,3.18
4468,336.32,4.16
4469,336.32,4.43
4470,336.33,5.82
4471,336.35,3.76
4472,336.37,4.12
4473,336.41,6.48
4474,336.43,3.18
4475,336.44,3.18
4476,336.45,5.56
4477,336.46,4.99
4478,336.47,4.08
4479,336.48,3.98
4480,336.48,5.09
4481,336.49,4.74
4482,336.5,6.45
4483,336.5,3.9
4484,336.5,4.71
4485,336.53,4.21
4486,336.56,4.68
4487,336.58,3.35
4488,336.59,3.91
4489,336.61,3.18
4490,336.65,4
4491,336.67,3.88
4492,336.68,3.16
4493,336.68,3.67
4494,336.69,5.6
4495,336.69,4.33
4496,336.69,4.68
4497,336.7,3.78
4498,336.73,3.66
4499,336.76,4.89
4500,336.77,4.53
4501,336.8,3.79
4502,336.83,4.42
4503,336.83,3.66
4504,336.83,4.51
4505,336.84,4.83
4506,336.85,3.71
4507,336.86,3.89
4508,336.86,4.97
4509,336.87,4.21
4510,336.88,4.83
4511,336.89,4.1
4512,336.91,3.71
4513,336.94,4.14
4514,336.95,3.89
4515,336.96,3.32
4516,336.97,4.55
4517,336.97,4.33
4518,337,4.21
4519,337.01,3.39
4520,337.04,6.27
4521,337.05,3.57
4522,337.05,3.63
4523,337.06,4.41
4524,337.09,3.65
4525,337.11,4.6
4526,337.11,4.43
4527,337.12,5.37
4528,337.13,6.25
4529,337.14,3.65
4530,337.15,4.13
4531,337.16,3.39
4532,337.16,3.68
4533,337.17,3.74
4534,337.17,3.89
4535,337.19,4.68
4536,337.19,3.18
4537,337.2,3.85
4538,337.2,3.65
4539,337.22,3.42
4540,337.24,4.16
4541,337.24,3.31
4542,337.26,6.73
4543,337.27,4.51
4544,337.35,4.89
4545,337.38,5.89
4546,337.39,3.18
4547,337.39,4.21
4548,337.41,4.36
4549,337.42,4.66
4550,337.44,4.04
4551,337.45,4.3
4552,337.46,3.66
4553,337.47,3.35
4554,337.49,3.18
4555,337.49,5.2
4556,337.53,3.87
4557,337.56,3.92
4558,337.58,4.8
4559,337.62,4.66
4560,337.63,4.01
4561,337.65,3.65
4562,337.66,4.2
4563,337.69,4.33
4564,337.71,3.57
4565,337.75,3.18
4566,337.76,4.56
4567,337.76,3.23
4568,337.76,4
4569,337.76,4.24
4570,337.77,5.59
4571,337.77,5.58
4572,337.79,3.11
4573,337.82,2.39
4574,337.85,5.66
4575,337.85,4.53
4576,337.85,5.7
4577,337.85,5.7
4578,337.86,4.43
4579,337.86,3.27
4580,337.86,3.06
4581,337.86,4.37
4582,337.89,3.78
4583,337.9,3.65
4584,337.94,4.64
4585,337.95,5.98
4586,337.98,3.73
4587,337.98,3.81
4588,337.98,3.83
4589,337.99,4.35
4590,338,4.85
4591,338.04,3.18
4592,338.04,4.99
4593,338.04,5.85
4594,338.05,4.69
4595,338.05,8.23
4596,338.06,4.68
4597,338.07,5.44
4598,338.11,3.75
4599,338.12,4.28
4600,338.13,3.62
4601,338.15,4.2
4602,338.15,3.51
4603,338.15,6.48
4604,338.16,4.63
4605,338.18,4.21
4606,338.2,4.12
4607,338.23,4.68
4608,338.24,3.23
4609,338.25,7.45
4610,338.25,4.59
4611,338.25,4.09
4612,338.31,4.62
4613,338.31,3.55
4614,338.33,4.47
4615,338.37,3.77
4616,338.37,4.87
4617,338.38,5.24
4618,338.39,4.67
4619,338.4,4.92
4620,338.41,5.16
4621,338.42,4.42
4622,338.47,3.87
4623,338.5,3.96
4624,338.55,4.07
4625,338.56,3.62
4626,338.56,5.72
4627,338.58,3.18
4628,338.61,3.39
4629,338.61,3.65
4630,338.62,4.38
4631,338.62,4.68
4632,338.64,3.8
4633,338.64,7.65
4634,338.65,4.17
4635,338.65,6.16
4636,338.66,4.46
4637,338.67,5.39
4638,338.67,3.18
4639,338.69,4.36
4640,338.69,3.59
4641,338.7,3.33
4642,338.72,4.21
4643,338.73,3.65
4644,338.78,4.08
4645,338.8,4.33
4646,338.81,3.18
4647,338.82,6.21
4648,338.83,3.18
4649,338.85,5.21
4650,338.85,6.62
4651,338.87,3.18
4652,338.89,3.9
4653,338.91,4.11
4654,338.92,5.4
4655,338.93,4.55
4656,338.93,3.14
4657,338.98,3.42
4658,338.99,3.37
4659,339.01,7.44
4660,339.02,5.43
4661,339.02,4.12
4662,339.03,3.96
4663,339.03,4.97
4664,339.04,2.6
4665,339.04,3.65
4666,339.1,4.88
4667,339.12,7.96
4668,339.14,3.44
4669,339.15,3.5
4670,339.17,4.21
4671,339.17,3.62
4672,339.2,3.34
4673,339.21,7.01
4674,339.23,4
4675,339.26,3.64
4676,339.26,6.05
4677,339.28,4.89
4678,339.28,3.91
4679,339.29,3.47
4680,339.3,3.53
4681,339.3,4.05
4682,339.35,4.21
4683,339.36,4.93
4684,339.37,3.18
4685,339.38,5.72
4686,339.4,4.45
4687,339.43,2.72
4688,339.46,4.91
4689,339.46,3.79
4690,339.47,3.96
4691,339.47,3.57
4692,339.47,3.62
4693,339.47,4.62
4694,339.47,4.68
4695,339.48,3.65
4696,339.5,2.67
4697,339.52,5.63
4698,339.56,3.86
4699,339.56,5.24
4700,339.56,3.76
4701,339.58,3.65
4702,339.58,4.68
4703,339.59,4.99
4704,339.61,4.35
4705,339.62,4.21
4706,339.63,3.45
4707,339.65,3.75
4708,339.66,4.21
4709,339.67,4.24
4710,339.67,3.56
4711,339.68,4.66
4712,339.68,3.46
4713,339.69,5.54
4714,339.72,3.46
4715,339.75,5.88
4716,339.75,4.83
4717,339.78,5.33
4718,339.83,6.05
4719,339.84,4.14
4720,339.86,5.42
4721,339.93,3.55
4722,339.94,6.39
4723,339.95,4.43
4724,339.95,3.89
4725,339.98,3.4
4726,340.02,3.18
4727,340.02,4.56
4728,340.04,2.82
4729,340.05,4.88
4730,340.05,4.75
4731,340.06,5.09
4732,340.07,5.4
4733,340.07,5.24
4734,340.1,4.11
4735,340.11,3.4
4736,340.12,3.65
4737,340.14,3.86
4738,340.14,4.13
4739,340.14,4.55
4740,340.15,4.68
4741,340.15,4.44
4742,340.2,4.22
4743,340.22,3.78
4744,340.23,5.09
4745,340.24,3.09
4746,340.27,3.18
4747,340.28,6.32
4748,340.28,3.91
4749,340.3,2.87
4750,340.31,5.16
4751,340.32,4.94
4752,340.35,3.93
4753,340.35,4.68
4754,340.37,4.12
4755,340.37,4.24
4756,340.4,3.96
4757,340.41,4.12
4758,340.43,5.3
4759,340.44,4.58
4760,340.53,4.99
4761,340.56,2.79
4762,340.56,4.36
4763,340.56,3.18
4764,340.57,4.85
4765,340.61,6.45
4766,340.63,5.16
4767,340.66,3.4
4768,340.68,5.14
4769,340.69,4.01
4770,340.74,3.65
4771,340.78,6.48
4772,340.79,5.48
4773,340.82,3.18
4774,340.84,3.52
4775,340.9,3.75
4776,340.92,4.32
4777,340.92,5.04
4778,340.95,4.5
4779,340.95,6.51
4780,341.02,5.04
4781,341.02,4.08
4782,341.06,4.78
4783,341.08,3.18
4784,341.08,4.68
4785,341.12,5.12
4786,341.12,3.46
4787,341.15,5.49
4788,341.16,3.64
4789,341.23,5.2
4790,341.23,3.4
4791,341.24,5.25
4792,341.31,4.68
4793,341.38,4.14
4794,341.39,3.67
4795,341.41,3.9
4796,341.43,3.94
4797,341.46,4.38
4798,341.48,2.83
4799,341.48,3.55
4800,341.48,5.96
4801,341.48,4.21
4802,341.49,6.85
4803,341.49,3.63
4804,341.49,5.5
4805,341.5,2.95
4806,341.5,2.6
4807,341.51,3.34
4808,341.52,3.18
4809,341.52,4.21
4810,341.52,4.27
4811,341.54,3.61
4812,341.55,3.65
4813,341.58,3.93
4814,341.58,4.65
4815,341.58,5.04
4816,341.58,3.78
4817,341.59,3.96
4818,341.6,6.06
4819,341.61,5.86
4820,341.65,3.67
4821,341.68,4.22
4822,341.68,4.65
4823,341.7,3.62
4824,341.71,4.91
4825,341.73,5.92
4826,341.75,5.34
4827,341.8,4.35
4828,341.82,3.13
4829,341.86,4.83
4830,341.87,3.18
4831,341.87,4.21
4832,341.87,5.11
4833,341.9,4.01
4834,341.91,3.66
4835,341.95,3.18
4836,341.97,4.62
4837,341.99,4.23
4838,342.01,3.4
4839,342.02,3.65
4840,342.04,4.16
4841,342.06,2.8
4842,342.06,4.24
4843,342.07,3.88
4844,342.09,3.84
4845,342.09,4.18
4846,342.11,3.07
4847,342.11,5.11
4848,342.12,3.31
4849,342.15,3.88
4850,342.15,3.61
4851,342.16,3.9
4852,342.17,4.21
4853,342.18,4.11
4854,342.19,4.74
4855,342.21,6.05
4856,342.22,3.89
4857,342.24,4.07
4858,342.24,4.38
4859,342.25,3.67
4860,342.26,4.21
4861,342.29,3.67
4862,342.29,3.18
4863,342.3,6.53
4864,342.32,4.11
4865,342.35,4.3
4866,342.35,3.97
4867,342.37,4.96
4868,342.4,3.24
4869,342.4,3.18
4870,342.41,3.4
4871,342.41,4.83
4872,342.43,4.45
4873,342.44,4.83
4874,342.44,4.08
4875,342.48,5.05
4876,342.5,4.57
4877,342.5,4.44
4878,342.52,4.7
4879,342.53,6.47
4880,342.53,3.64
4881,342.54,4.2
4882,342.54,4.21
4883,342.56,4.69
4884,342.56,3.3
4885,342.57,4.54
4886,342.59,3.65
4887,342.59,4.99
4888,342.61,4.1
4889,342.62,6.91
4890,342.63,4.69
4891,342.65,6.23
4892,342.65,4.57
4893,342.66,5.53
4894,342.67,3.14
4895,342.67,3.86
4896,342.68,4.21
4897,342.69,3.65
4898,342.7,3.18
4899,342.7,3.29
4900,342.7,4.04
4901,342.72,4.03
4902,342.74,5.15
4903,342.75,3.67
4904,342.75,3.98
4905,342.77,4.75
4906,342.79,5.62
4907,342.8,5.11
4908,342.8,6.44
4909,342.8,6.33
4910,342.81,3.43
4911,342.82,4.25
4912,342.83,4.27
4913,342.86,3.97
4914,342.86,3.09
4915,342.9,4.21
4916,342.92,3.65
4917,342.95,4.27
4918,342.96,5.36
4919,342.99,3.73
4920,343.04,6.09
4921,343.04,3.53
4922,343.06,3.48
4923,343.06,3.4
4924,343.07,4.5
4925,343.07,6.05
4926,343.14,3.14
4927,343.17,4.82
4928,343.17,4.33
4929,343.2,4.38
4930,343.22,3.18
4931,343.23,4.38
4932,343.24,2.96
4933,343.25,4.85
4934,343.26,3.93
4935,343.27,5.87
4936,343.28,3.42
4937,343.3,3.2
4938,343.31,4.2
4939,343.32,4.27
4940,343.35,3.9
4941,343.38,5.06
4942,343.42,3.96
4943,343.46,4.32
4944,343.47,4.99
4945,343.47,3.63
4946,343.48,3.5
4947,343.49,5.45
4948,343.51,5.37
4949,343.51,3.95
4950,343.52,4.21
4951,343.56,5.67
4952,343.57,4.21
4953,343.58,4.25
4954,343.58,4.21
4955,343.6,2.92
4956,343.64,4.06
4957,343.69,3.3
4958,343.69,3.03
4959,343.69,3.9
4960,343.69,5.47
4961,343.71,3.87
4962,343.71,4.21
4963,343.73,3.47
4964,343.74,3.3
4965,343.74,4.05
4966,343.74,3.78
4967,343.77,4.28
4968,343.81,4.88
4969,343.86,3.89
4970,343.86,5.15
4971,343.87,3.18
4972,343.88,4.59
4973,343.9,3.33
4974,343.9,6.17
4975,343.9,3.57
4976,343.91,4.35
4977,343.91,3.56
4978,343.93,4.52
4979,343.95,4.62
4980,343.97,4.92
4981,344,3.58
4982,344.01,3.29
4983,344.01,3.33
4984,344.02,3.69
4985,344.03,6.41
4986,344.03,4.8
4987,344.03,5.45
4988,344.04,2.8
4989,344.06,4.89
4990,344.06,8.27
4991,344.08,4.01
4992,344.08,3.55
4993,344.11,3.18
4994,344.13,4.12
4995,344.16,4.21
4996,344.17,3.77
4997,344.18,2.59
4998,344.2,3.65
4999,344.22,3.67
5000,344.22,3.83
5001,344.24,4.24
5002,344.24,3.18
5003,344.25,4.8
5004,344.27,6.07
5005,344.28,4.34
5006,344.31,4.06
5007,344.32,4.04
5008,344.32,4.69
5009,344.33,3.88
5010,344.34,3.61
5011,344.34,5.26
5012,344.37,3.72
5013,344.38,3.38
5014,344.38,3.65
5015,344.39,4.12
5016,344.41,3.67
5017,344.41,5.49
5018,344.42,4.1
5019,344.42,3.96
5020,344.51,3.35
5021,344.52,4.37
5022,344.53,5.91
5023,344.55,5.98
5024,344.56,5.24
5025,344.58,4.69
5026,344.58,3.67
5027,344.62,4.71
5028,344.62,3.42
5029,344.65,5.24
5030,344.66,3.18
5031,344.67,4.16
5032,344.68,4.92
5033,344.71,3.98
5034,344.71,5.59
5035,344.73,5.5
5036,344.75,3.44
5037,344.77,4.43
5038,344.78,4.2
5039,344.8,3.49
5040,344.8,5.18
5041,344.81,3.65
5042,344.82,5.78
5043,344.83,5.07
5044,344.84,7.25
5045,344.86,4.02
5046,344.88,4.62
5047,344.88,4.29
5048,344.89,4.15
5049,344.91,4.32
5050,344.93,3.18
5051,344.94,3.37
5052,345,4.12
5053,345.01,6.39
5054,345.01,5.38
5055,345.03,4.38
5056,345.03,3.96
5057,345.04,4.41
5058,345.05,3.18
5059,345.08,2.88
5060,345.1,4.13
5061,345.13,4.12
5062,345.15,4.31
5063,345.16,3.84
5064,345.17,4.57
5065,345.17,5.63
5066,345.19,3.67
5067,345.2,4.13
5068,345.22,6.99
5069,345.23,3.97
5070,345.24,4.62
5071,345.25,3.34
5072,345.27,5.07
5073,345.28,4.18
5074,345.28,3.65
5075,345.3,5.6
5076,345.31,4.63
5077,345.32,3.09
5078,345.32,3.3
5079,345.33,4.67
5080,345.34,4.64
5081,345.36,3.93
5082,345.37,6.97
5083,345.4,4.25
5084,345.42,4.2
5085,345.45,8.01
5086,345.47,4.21
5087,345.48,3.28
5088,345.49,3.42
5089,345.51,4.15
5090,345.51,5.76
5091,345.53,4.59
5092,345.56,5.11
5093,345.56,2.81
5094,345.57,2.92
5095,345.58,3.18
5096,345.59,6.24
5097,345.6,7.07
5098,345.63,5.31
5099,345.64,2.87
5100,345.69,4.38
5101,345.69,3.29
5102,345.7,6.16
5103,345.71,3.46
5104,345.72,4.35
5105,345.79,3.1
5106,345.8,3.92
5107,345.83,4.21
5108,345.86,6.26
5109,345.89,3.18
5110,345.91,3.08
5111,345.91,2.87
5112,345.92,3.48
5113,345.93,3.67
5114,345.93,4.91
5115,345.94,5.61
5116,345.94,4.53
5117,345.95,4.59
5118,345.96,4.21
5119,345.96,3.89
5120,345.97,4.68
5121,345.98,3.36
5122,346.01,3.72
5123,346.01,3.9
5124,346.02,4.68
5125,346.06,7.5
5126,346.1,3.9
5127,346.12,4.58
5128,346.12,4.77
5129,346.16,5.08
5130,346.18,3.72
5131,346.21,4.72
5132,346.23,3.49
5133,346.23,4.58
5134,346.25,4.21
5135,346.3,4.16
5136,346.31,4.35
5137,346.31,2.99
5138,346.32,4.04
5139,346.34,3.14
5140,346.34,4.51
5141,346.34,3.4
5142,346.36,3.89
5143,346.37,4.21
5144,346.38,5.02
5145,346.38,3.86
5146,346.38,5.95
5147,346.4,5.9
5148,346.42,4.21
5149,346.44,4.06
5150,346.44,5.42
5151,346.48,7.59
5152,346.48,5.88
5153,346.49,4.68
5154,346.49,5.64
5155,346.51,3.89
5156,346.52,4.77
5157,346.56,3.18
5158,346.58,4.21
5159,346.59,3.49
5160,346.59,3.47
5161,346.6,3.18
5162,346.63,3.65
5163,346.63,4.12
5164,346.64,4.4
5165,346.65,3.5
5166,346.65,3.6
5167,346.65,4.83
5168,346.65,3.25
5169,346.66,4.68
5170,346.72,6.25
5171,346.73,4.76
5172,346.76,4.7
5173,346.77,3.06
5174,346.79,5.82
5175,346.8,4.6
5176,346.81,4.21
5177,346.84,3.9
5178,346.84,3.4
5179,346.84,6.18
5180,346.85,3.61
5181,346.85,4.5
5182,346.85,4.58
5183,346.88,3.4
5184,346.88,4.98
5185,346.91,3.71
5186,346.92,4.11
5187,346.93,4.08
5188,346.94,3.86
5189,346.95,5.69
